title,uri,raw_ec_thumbnails,raw_ec_shortdesc,raw_lcbo_tastingnotes,raw_lcbo_region_name,raw_country_of_manufacture,raw_lcbo_program,raw_created_at,raw_is_buyable,raw_ec_price,raw_ec_promo_price,raw_ec_final_price,raw_lcbo_unit_volume,raw_lcbo_alcohol_percent,raw_lcbo_sugar_gm_per_ltr,raw_lcbo_bottles_per_pack,raw_sysconcepts,raw_ec_category,raw_ec_category_filter,raw_lcbo_varietal_name,raw_stores_stock,raw_stores_stock_combined,raw_stores_low_stock_combined,raw_stores_low_stock,raw_out_of_stock,stores_inventory,raw_online_inventory,raw_avg_reviews,raw_ec_rating,weighted_rating,raw_view_rank_yearly,raw_view_rank_monthly,raw_sell_rank_yearly,raw_sell_rank_monthly
Monteviejo Festivo Malbec 2022,https://www.lcbo.com/en/monteviejo-festivo-malbec-2022-38501,https://aem.lcbo.com/content/dam/lcbo/products/0/3/8/5/038501.jpg.thumb.319.319.png,"A fruity and juicy malbec with plenty of red cherries, strawberries, plums and herbs on the nose. The round, fresh and supple palate delivers a subtle saline touch to the fruit. Tannins are soft but present. Fruity finish. Drink now. Score - 92. (Zekun Shuai, jamessuckling.com, March 27, 2023)","A fruity and juicy malbec with plenty of red cherries, strawberries, plums and herbs on the nose. The round, fresh and supple palate delivers a subtle saline touch to the fruit. Tannins are soft but present. Fruity finish. Drink now. Score - 92. (Zekun Shuai, jamessuckling.com, March 27, 2023)",Mendoza,Argentina,['Vintages'],1730909434000,true,18.95,16.25,16.25,750,14.0,4.0,1,fruity ; subtle saline ; supple palate ; red cherries ; juicy malbec ; Drink ; present ; Tannins ; strawberries,"['Vintages', 'Promotions', 'Promotions|Clearance', 'Promotions|Clearance|Wine', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Malbec,false,false,true,true,false,0,0,2,4.0,4.494531036368608,2757,5207,2853,3934
High Road Cellars Cabernet Merlot,https://www.lcbo.com/en/high-road-cellars-cabernet-merlot-27732,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/7/027732.jpg.thumb.319.319.png,"Grapes grown at higher elevations experience hot days and cool nights, allowing the grapes to mature fully without developing high sugar levels. Low in sugar - full of flavour, with expressive notes of dark berries, blackcurrants, cherry and chocolate; medium-bodied and a smooth finish. Enjoy with Bolognese or charcuterie.","Grapes grown at higher elevations experience hot days and cool nights, allowing the grapes to mature fully without developing high sugar levels. Low in sugar - full of flavour, with expressive notes of dark berries, blackcurrants, cherry and chocolate; medium-bodied and a smooth finish. Enjoy with Bolognese or charcuterie.",N/A,Canada,N/A,1658498414000,true,11.95,N/A,11.95,750,12.0,2.0,1,sugar ; grapes ; smooth finish ; dark berries ; expressive notes ; elevations experience ; chocolate ; cherry ; blackcurrants,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Ontario', 'Collections|Top Picks', 'Deals|Black Friday Offers', 'Collections|Save on Wines', 'Collections|Canadian Picks', 'Collections|Top Picks|Red Wine', 'Collections|Local Wines on Sale', 'Collections|Shop Low-Sugar Wines', 'Collections|Value Wines under $15', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|Aeroplan Summer Contest', 'Deals|Aeroplan|Wines Bonus Points Offer', 'Collections|Shop Red Wines by Price|Under $15', 'Collections|Ontario|International Domestic Blends  ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines']",['Products|Wine|Red Wine'],Cabernet Merlot,true,true,false,false,false,66,66,5,4.4,4.52895816242822,467,3111,915,1977
Hidden Bench Estate Organic Pinot Noir 2021,https://www.lcbo.com/en/hidden-bench-estate-organic-pinot-noir-274753,https://aem.lcbo.com/content/dam/lcbo/products/2/7/4/7/274753.jpg.thumb.319.319.png,"Perfumed and fragrant, with bright raspberry, plush strawberry and pretty floral notes, then on to a textured palate of flinty, stony mineral, light spice, violet, small red berry fruit, crunchy blackberry and subtle, fine grained tannins. Score - 95. (Decanter World Wine Awards, 2023)","Perfumed and fragrant, with bright raspberry, plush strawberry and pretty floral notes, then on to a textured palate of flinty, stony mineral, light spice, violet, small red berry fruit, crunchy blackberry and subtle, fine grained tannins. Score - 95. (Decanter World Wine Awards, 2023)",Ontario,Canada,['Vintages'],1642640200000,true,37.95,34.95,34.95,750,13.0,2.0,1,N/A,"['Deals', 'Vintages', 'Gift Shop', 'Collections', 'Food & Drink', 'Deals|Aeroplan', 'Collections|VQA', 'Gift Shop|Holiday', 'Collections|Ontario', 'Collections|On Sale', 'Vintages|Ontario Reds', 'Vintages|VQA must-haves', 'Collections|Thanksgiving ', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|On Sale|Red Wine', 'Vintages|Vintages on Vacation', 'Vintages|Summer Store Program', 'Vintages|Better-for-you Wines', 'Vintages|Local Wines from $15', 'Collections|Ontario|Pinot Noir', 'Collections|High Scoring Wines', 'Vintages|New Release Collection', 'Collections|Shop Low-Sugar Wines', 'Collections|Ontario|Great Choices', ""Collections|Valentine's Day Gifts"", 'Collections|VQA|Ontario VQA Wines', 'Collections|Ontario VQA Pinot Noir', 'Collections|Shop Red Wines by Price', 'Vintages|Local Essentials for Spring', 'Vintages|Vintages on Vacation|Organic', 'Collections|VQA Red Wine Food Pairings', 'Vintages|Wines for Easter and Passover', 'Vintages|Vintages Essentials Collection', 'Gift Shop|Holiday|Holiday Gifts Under $50', 'Collections|Wines for Spring Entertaining ', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Vintages|Summer Store Program|Wines under $50', 'Collections|Local Wines for Your Easter Table', 'Food & Drink|Beyond The Page - Shop the Event!', 'Collections|Shop Red Wines by Price|$30 to $50', 'Vintages|New Release Collection|Previous Releases ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Collections|Premium Ontario VQA Wines for Thanksgiving ', 'Collections|Sustainable Winemaking Ontario Certified Wines', 'Collections|VQA Red Wine Food Pairings|Pairings for Roast Turkey', ""Collections|Valentine's Day Gifts|Wines to Love on Valentine's Day"", 'Collections|Local Wines for Your Easter Table|Local Easter Collection - Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Pinot Noir,true,true,false,false,false,34,34,3,5.0,4.687259418186407,652,271,2102,1563
McGuigan Black Label Shiraz,https://www.lcbo.com/en/mcguigan-black-label-shiraz-325787,https://aem.lcbo.com/content/dam/lcbo/products/3/2/5/7/325787.jpg.thumb.319.319.png,"Black cherry red colour; lifted aromas of red berry and fruit, touches of mint, toast and blood orange; dry, medium bodied, rich and rounded with ripe red berry and fruit, hints of herbs and a soft pleasant finish.","Black cherry red colour; lifted aromas of red berry and fruit, touches of mint, toast and blood orange; dry, medium bodied, rich and rounded with ripe red berry and fruit, hints of herbs and a soft pleasant finish.",N/A,Australia,N/A,1642640273000,true,11.85,N/A,11.85,750,12.5,11.0,1,red berry ; fruit ; pleasant finish ; medium bodied ; blood orange ; lifted aromas ; Black cherry ; hints of herbs ; touches of mint,"['Collections', 'Collections|Great Wines', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|Under $15', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Shiraz/Syrah,true,true,false,false,false,57,57,14,4.6,4.597265518184304,199,4035,466,690
Julia Florista Red,https://www.lcbo.com/en/julia-florista-red-532358,https://aem.lcbo.com/content/dam/lcbo/products/5/3/2/3/532358.jpg.thumb.319.319.png,"Named after the famed flower girl of Fado, this red is an elegant rendition highlighting vanilla, bright red plum, nuts and hint of blood orange. Truly a soft and easy-drinking charmer that is ideal for a variety of dishes from burgers to rare beef.","Named after the famed flower girl of Fado, this red is an elegant rendition highlighting vanilla, bright red plum, nuts and hint of blood orange. Truly a soft and easy-drinking charmer that is ideal for a variety of dishes from burgers to rare beef.",N/A,Portugal,N/A,1642640672000,true,10.0,N/A,10.0,750,13.0,11.0,1,easy-drinking charmer ; blood orange ; highlighting vanilla ; famed flower ; variety of dishes ; beef ; burgers ; nuts,"['Gift Shop', 'Collections', 'Gift Shop|Holiday', 'Collections|Top Picks', 'Collections|Great Wines', 'Collections|Aeroplan Offers', 'Collections|Wines Under $20', 'Collections|Red Wines on Bonus', 'Collections|Top Picks|Red Wine', 'Collections|Red Wine Best Sellers', 'Collections|Value Wines under $15', 'Collections|Shop Red Wines by Price', 'Collections|Aeroplan Offers|Red Wine', 'Gift Shop|Holiday|Wines $10.95 or under', 'Collections|Shop Red Wines by Price|Under $15', 'Collections|Shop Affordable Wines Under $10.95', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Red Blend,true,true,false,false,false,94,94,25,4.6,4.598124926754951,213,325,371,439
Henry of Pelham Baco Noir VQA,https://www.lcbo.com/en/henry-of-pelham-baco-noir-vqa-270926,https://aem.lcbo.com/content/dam/lcbo/products/2/7/0/9/270926.jpg.thumb.319.319.png,"Baco noir's wild berry and smoky notes are deftly handled at Henry of Pelham, where this grape has become a recognized specialty. Deep ruby red colour with purple hints; smoky, prune aromas with spice, floral and chocolate notes. Extra dry and medium-bodied with pronounced chokeberry flavours lingering on a smoky finish.","Baco noir's wild berry and smoky notes are deftly handled at Henry of Pelham, where this grape has become a recognized specialty. Deep ruby red colour with purple hints; smoky, prune aromas with spice, floral and chocolate notes. Extra dry and medium-bodied with pronounced chokeberry flavours lingering on a smoky finish.",Ontario,Canada,N/A,1642640194000,true,16.95,N/A,16.95,750,13.0,15.0,1,smoky ; chokeberry flavours ; Extra dry ; prune aromas ; purple hints ; ruby red ; deftly handled ; wild berry ; Henry of Pelham,"['Deals', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Ontario|Baco Noir', 'Collections|VQA Wines on Sale', 'Collections|Red Wines Under $20', 'Collections|Ontario VQA Baco Noir', 'Collections|Value Wines Under $20', 'Collections|VQA|Ontario VQA Wines', 'Collections|A World Winning Lineup', 'Collections|Shop Red Wines by Price', 'Collections|Ontario VQA Wines Under $20', 'Collections|A World Winning Lineup|Wines', 'Gift Shop|Local Gifts for Every Celebration', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Same-Day Pickup Wines for Parties', 'Collections|Local Wines for Your Easter Table', 'Collections|Ontario VQA Wines for Thanksgiving', 'Collections|Shop Red Wines by Price|$15 to $20', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Baco Noir,true,true,false,false,false,185,185,29,4.8,4.74703519067752,851,862,574,473
Kaiken Ultra Cabernet Sauvignon 2021,https://www.lcbo.com/en/kaiken-ultra-cabernet-sauvignon-2019-135202,https://aem.lcbo.com/content/dam/lcbo/products/1/3/5/2/135202.jpg.thumb.319.319.png,"Blueberries and violets with orange peel and dark chocolate. Some walnut and lemon blossom notes. Special character from the pergola vineyards planted in 1943. Medium-bodied, fresh and vibrant. Soft tannins in the finish. Drink now. Score - 94. (jamessuckling.com, May 1, 2024)","Blueberries and violets with orange peel and dark chocolate. Some walnut and lemon blossom notes. Special character from the pergola vineyards planted in 1943. Medium-bodied, fresh and vibrant. Soft tannins in the finish. Drink now. Score - 94. (jamessuckling.com, May 1, 2024)",Mendoza,Argentina,['Vintages'],1654024974000,true,22.95,N/A,22.95,750,14.5,3.0,1,Soft tannins ; pergola vineyards ; Special character ; blossom notes ; dark chocolate ; orange peel ; finish ; vibrant ; Medium-bodied,"['Vintages', 'Vintages|Last Call!', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|Last Call!|Wines for Every Palate', 'Vintages|Last Call!|Wines for Every Palate|Red', 'Vintages|New Release Collection|February 15 2025', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Cabernet Sauvignon,true,true,false,false,false,3,3,1,4.0,4.539488403311208,3487,2727,2885,2601
Henry of Pelham Baco Noir Old Vines VQA,https://www.lcbo.com/en/henry-of-pelham-baco-noir-old-vines-vqa-459966,https://aem.lcbo.com/content/dam/lcbo/products/4/5/9/9/459966.jpg.thumb.319.319.png,"Henry of Pelham have been making exceptional Baco Noir for decades. The Old Vines Baco Noir is sourced from vines dating as far back as 1984. This is a premium expression of the grape, showing smoke, toasty oak, coffee and plum, with pleasing tannins and a robust structure. This wine pairs naturally with beefy barbecue.","Henry of Pelham have been making exceptional Baco Noir for decades. The Old Vines Baco Noir is sourced from vines dating as far back as 1984. This is a premium expression of the grape, showing smoke, toasty oak, coffee and plum, with pleasing tannins and a robust structure. This wine pairs naturally with beefy barbecue.",Ontario,Canada,N/A,1642640515000,true,19.95,N/A,19.95,750,14.0,12.0,1,Baco Noir ; vines ; beefy barbecue ; wine pairs ; robust structure ; pleasing tannins ; toasty oak ; showing smoke ; premium expression ; making exceptional ; Henry of Pelham,"['Deals', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Cozy Sippers', 'Collections|Save on Wines', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Wine Fest Toronto', 'Collections|Ontario|Baco Noir', 'Collections|Red Wines Under $20', 'Collections|Ontario|Great Choices', 'Collections|Ontario VQA Baco Noir', 'Collections|VQA|Ontario VQA Wines', 'Collections|Shop Red Wines by Price', 'Collections|VQA Red Wine Food Pairings', 'Gift Shop|Local Gifts for Every Celebration', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Local Wines for Your Easter Table', 'Collections|Shop Red Wines by Price|$15 to $20', 'Collections|Wine Fest Toronto|Niagara Escarpment', 'Collections|VQA Red Wine Food Pairings|Pairings for Beef', 'Collections|Local Wines for Your Easter Table|Local Easter Collection - Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Baco Noir,true,true,false,false,false,77,77,19,4.6,4.59773698056632,1049,203,1033,696
Jackson-Triggs Reserve Baco Noir VQA,https://www.lcbo.com/en/jackson-triggs-reserve-baco-noir-vqa-16648,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/6/016648.jpg.thumb.319.319.png,"From an award-winning winery comes this well-made baco noir. Expect inviting aromas and flavours of blackberry, ripe plum, oak, spice and smoke. The wine is full-bodied and smooth with a dry, lengthy finish. Serve with a venison burger alongside onions rings or lightly peppered lamb skewers.","From an award-winning winery comes this well-made baco noir. Expect inviting aromas and flavours of blackberry, ripe plum, oak, spice and smoke. The wine is full-bodied and smooth with a dry, lengthy finish. Serve with a venison burger alongside onions rings or lightly peppered lamb skewers.",Ontario,Canada,N/A,1642639893000,true,14.95,N/A,14.95,750,13.0,12.0,1,lamb skewers ; onions rings ; burger alongside ; ripe plum ; inviting aromas ; baco noir ; award-winning winery ; flavours of blackberry,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Ontario|Baco Noir', 'Collections|Red Wines Under $20', 'Collections|Ontario VQA Baco Noir', 'Collections|VQA|Ontario VQA Wines', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|Aeroplan Bonus Offers', 'Collections|VQA Red Wine Food Pairings', 'Collections|Ontario VQA Wines Under $15', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Shop Red Wines by Price|Under $15', 'Deals|Aeroplan|Aeroplan Bonus Offers|Red Wines', 'Collections|VQA Red Wine Food Pairings|Pairings for Beef', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Baco Noir,true,true,false,false,false,9,9,1,4.0,4.539488403311208,7256,3912,5448,2875
Golden Gufo Primitivo Puglia IGP,https://www.lcbo.com/en/golden-gufo-primitivo-puglia-igp-32160,https://aem.lcbo.com/content/dam/lcbo/products/0/3/2/1/032160.jpg.thumb.319.319.png,"Complex aromas and a generous fruit-driven palate highlight Golden Gufo Primitivo.  The nose shows aromatics of cocoa, licorice, spice and earthy minerality. The indulgent palate shows tangy raspberry and plum with hints of vanilla and spice on the finish. Try pairing this vibrant red with eggplant parmesan.","Complex aromas and a generous fruit-driven palate highlight Golden Gufo Primitivo.  The nose shows aromatics of cocoa, licorice, spice and earthy minerality. The indulgent palate shows tangy raspberry and plum with hints of vanilla and spice on the finish. Try pairing this vibrant red with eggplant parmesan.",Puglia,Italy,N/A,1692718821000,true,14.95,N/A,14.95,750,14.0,12.0,1,eggplant parmesan ; vibrant red ; tangy raspberry ; indulgent palate ; hints of vanilla ; Try ; finish ; spice,"['Deals', 'Events', 'Promotions', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Collections|Discover More Italian Wines', 'Collections|Shop Red Wines by Price|Under $15', 'Promotions|LCBO x Aeroplan Program Anniversary', 'Deals|Aeroplan|Spend and Get on Italian products', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Primitivo,true,true,false,false,false,92,92,3,4.3,4.525720956647946,3052,1955,3057,2624
Jackson-Triggs Reserve Cabernet Franc Cabernet Sauvignon VQA,https://www.lcbo.com/en/jackson-triggs-reserve-cabernet-franc-cabernet-sauvignon-vqa-560680,https://aem.lcbo.com/content/dam/lcbo/products/5/6/0/6/560680.jpg.thumb.319.319.png,"Medium ruby colour; aromas of red fruit, toast, floral note, marmalade and berries; on the palate it is extra dry and medium-plus bodied with flavours of bright red fruit, toast and berries with medium tannins and medium finish.","Medium ruby colour; aromas of red fruit, toast, floral note, marmalade and berries; on the palate it is extra dry and medium-plus bodied with flavours of bright red fruit, toast and berries with medium tannins and medium finish.",Ontario,Canada,N/A,1642640758000,true,14.95,N/A,14.95,750,12.8,5.0,1,red fruit ; berries ; medium ; medium-plus bodied ; extra dry ; floral note ; ruby colour ; palate,"['Deals', 'Promotions', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Shop Low-Sugar Wines', 'Collections|VQA|Ontario VQA Wines', 'Collections|Ontario VQA Red Blends', 'Collections|Shop Red Wines by Price', 'Collections|Low-sugar wines for less', 'Collections|Ontario VQA Wines Under $15', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Shop Red Wines by Price|Under $15', 'Collections|Local Wines for Your Easter Table', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Collections|Local Wines for Your Easter Table|Local Easter Collection - Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Promotions|Canadian Made Products Bonus Offer', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Cabernet Sauvignon/Cabernet Franc,true,true,false,false,false,23,23,8,4.4,4.50746513535685,1657,832,1000,611
Mcguigan Black Label Cabernet Sauvignon,https://www.lcbo.com/en/mcguigan-black-label-cabernet-sauvignon-524355,https://aem.lcbo.com/content/dam/lcbo/products/5/2/4/3/524355.jpg.thumb.319.319.png,"Wine lovers count on McGuigan's consistent and award-winning quality, as well as good value. Upfront coffee bean, prune and nutmeg flavours are supported by fine ripe tannins and a hint of vanilla.","Wine lovers count on McGuigan's consistent and award-winning quality, as well as good value. Upfront coffee bean, prune and nutmeg flavours are supported by fine ripe tannins and a hint of vanilla.",N/A,Australia,N/A,1642640652000,true,11.85,N/A,11.85,750,12.5,11.0,1,ripe tannins ; nutmeg flavours ; coffee bean ; award-winning quality ; lovers count ; hint of vanilla ; prune ; consistent,"['Collections', 'Collections|Trends', 'Collections|Trends|Sangria', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|Under $15', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Cabernet Sauvignon,true,true,false,false,false,50,50,7,4.4,4.513786613907253,159,1219,821,2897
J.P. Chenet Pinot Noir Reserve VdFrance,https://www.lcbo.com/en/j-p-chenet-pinot-noir-reserve-vdfrance-142406,https://aem.lcbo.com/content/dam/lcbo/products/1/4/2/4/142406.jpg.thumb.319.319.png,"Value priced pinot noir. Deep ruby red colour. Lively rich, smoky aromas followed by sweet cherry and raspberry with light spice and floral/leafy notes. Dry, mid-weight, with soft tannins and a fresh, fruity palate leading to flavours of smoky coating red fruit - plum, cherry - with spicy/peppery, cocoa notes on the finish.","Value priced pinot noir. Deep ruby red colour. Lively rich, smoky aromas followed by sweet cherry and raspberry with light spice and floral/leafy notes. Dry, mid-weight, with soft tannins and a fresh, fruity palate leading to flavours of smoky coating red fruit - plum, cherry - with spicy/peppery, cocoa notes on the finish.",South of France,France,N/A,1642639797000,true,14.95,N/A,14.95,750,12.5,9.0,1,cherry ; smoky ; red fruit ; fruity palate ; soft tannins ; light spice ; Lively rich ; finish ; mid-weight ; raspberry,"['Events', 'Collections', 'Events|Vintages Events', 'Collections|Save & Earn on Wines', 'Events|Vintages Events|UGCB Event', 'Collections|Save & Earn on Wines|Deals on Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Pinot Noir,true,true,false,false,false,179,179,18,4.9,4.790513301300832,99,660,772,1198
